AirlineId,Name,HotlineNumber,IcaoCode,Callsign
f3f2aa7c-6bac-4254-8480-63a8fcedab3b,Federal Aviation Administration,,NHK,NIGHTHAWK
13704851-f10d-492a-abc8-6ed8f7963a21,Flair Airlines,,FLE,FLAIR
3115fc77-374f-4d4f-975a-24c7595cd8c1,Braathens,,BRA,Braathens
0156b4b9-f10c-4f10-a089-b1b1936febe0,Flugschule Basel,,FLU,YELLOW FLYER
39d2797b-3a58-4898-a226-31714a5b64f6,Wizz Air,,WZZ,WIZZAIR
477dfbe5-ff6c-431f-9868-3623f306785d,American Jet International,,SCM,SCREAMER
24b97c9f-46ae-4704-bbf4-c66cff0be7c9,Reed Aviation,,RAV,REED AVIATION
b3734d99-3e0d-4d98-b522-52912292ee55,Klm,,KLM,KLM
886ae554-48c2-4707-b4c9-2350410bddbd,British Airways,,BAW,SPEEDBIRD
994382e5-a7c8-400d-8f59-9989f8296b9d,Dalia Air,,DLI,DELTA EXPRESS
657804f1-a3e0-49b2-88cf-f273620fc439,Netjets Europe,,NJE,FRACTION
35dac9b0-3d4a-4b41-8e90-2de207decfad,Island Air,,ISI,ISLANDMEX
bd54e80a-8b6c-4823-b57c-07882f90f926,Polish Air Force,,PLF,POLISH AIRFORCE
d55bad8f-1c1e-4b03-92d5-52a541812352,Mac Aviation,,MAQ,MAC AVIATION
71440a2a-a08f-400f-adb6-c6f6f0441618,Maximus Air Cargo,,MXU,CARGO MAX
bca50758-a5ea-40ad-b03a-d73685b7ffdc,Pobeda,,PBD,POBEDA
7802256e-9ed1-4f59-881b-631b44bf3bda,Royal Norwegian Air Force,,NOW,NORWEGIAN
d0d0c710-a3f3-445f-a141-065bd30fa3c8,Ukraine Air Alliance,,UKL,UKRAINE ALLIANCE
76f962a3-a101-45ef-a2c8-c64a94fe27cb,Martin-baker Ltd. - United Kingdom,,MBE,MARTIN
3f02a571-822a-4f84-8254-ff2be782cfd2,Badr Airlines,,BDR,BADR AIR
fd06b74e-6223-4c0c-948e-c78047b3cb76,Nicholas Air,,JTZ,JTZ287
12590374-7bae-4b96-82b6-be2e3a4ba9d1,Jordan Aviation,,JAV,JORDAN AVIATION
307fbef4-5cb7-4c84-9b5c-83691442509b,Air Zermatt Ag,,AZF,AIR ZERMATT
fd470019-ccca-4ded-b2b9-2ac41dc067a1,Condor Flugdienst,,CFG,CONDOR
7e6d6950-d284-4b22-80b3-bbd517b9f034,Philippine Airlines,,PAL,PHILIPPINE
4d168701-a59f-4745-b876-e30602c4490d,Alkan Air,,AKN,ALKAN AIR
23ee5d1c-887a-4b8a-8aa0-5b04b5975a87,Iberia Airlines,,IBE,IBERIA
bbac0d7b-6172-4d8e-862b-7a33b1b2ba0a,Edelweiss Air,,EDW,EDELWEISS
7de89a45-5329-404e-a7c6-f09f096dd66a,Aeroméxico,,AMX,AEROMEXICO
209fd3ff-99a3-4718-bbc0-8ab07124fb0d,Baltic Airlines,,BLL,BALTIC AIRLINES
74b511e4-a6a8-426e-8e2c-9870e0590fd6,Mississippi State University,,BDG,BULLDOG
f2d1d81a-6133-4e91-bef9-8870f7418011,Sky Express,,SXR,SKYSTORM
540118a7-09d6-4ebb-b1d9-bbc456d57940,Titan Airways,,AWC,ZAP
066a36b7-b22e-4db3-9302-63d655c97a32,Worldwide Jet Charter,,WWI,WORLDWIDE
20c8c0b4-d1a6-4283-a27e-9b6418495412,Malta Air,,MMO,
c5a37743-4b98-43f6-a8ca-a2131c85a583,Falcon Aviation Services,,FVS,FALCON AVIATION
8f1c30e6-60e1-435f-b110-f5a08487ccf9,Angara Airlines,,AGU,SARMA
8f6b3dab-ad20-4b96-9aa9-cf4844280946,Aviaservice,,BIV,AVIASERVICE
3a935aca-6b22-4302-b8d3-768e3854d298,Phoenix Air Group,,PHA,GRAY BIRD
a367bfd5-9aec-4ac0-9be7-265a042d7c00,Virgin Atlantic Airways,,VIR,VIRGIN
d8175112-9d3e-4fdb-9a76-7b1203c187e6,Irish Air Corps,,IRL,IRISH
e4b63083-800c-4db7-a2e3-61bc3c377c4e,Hk Bellawing,,BWJ,
9779c115-eaf4-4dcb-938a-6675d8ec933f,Canadian Coast Guard,,CTG,CANADIAN COAST GUARD
62b701dd-0bbc-4378-99f2-577bdfcd4be1,Austrian Airlines,,AUA,AUSTRIAN
a55f6382-31bb-423c-a3f3-7da0273f4fd6,Flydubai,,FDB,SKYDUBAI
6bf33b55-97db-4aef-a9ee-df45386cfd00,Universal Avia,,HBU,KHARKIV UNIVERSAL
514f9e76-9817-46ff-a13c-f2d09ab1e239,Dc Aviation,,DCS,TWIN STAR
d43f79a7-5b30-4c67-93a7-c3cda4061619,Direct Flight,,DCT,
488e2663-358c-4d4c-9c59-2f0c85f1b74f,Regional Express,,RXA,REX
a5966c01-2b35-4963-a009-2c1ab74e800d,Cargolux,,CLX,CARGOLUX
ed16728e-0528-42e4-ad3e-8ddeaba2edbf,Copterline,,AAQ,COPTERLINE
75bce6a2-5f03-4e26-ac99-335a76fdc438,Pegasus Airlines,,PGT,SUNTURK
5034d938-296e-4453-b2e5-c22aa61e1ded,China Airlines,,CAL,DYNASTY
b0bbf4e8-7b68-4890-848c-2421d07bf3e1,Tunisavia,,TAJ,TUNISAVIA
d8cd4e8f-be49-4a45-b58a-370a8f85aba2,Silk Way West Airlines,,AZG,SAKSERVICE
05882362-22b1-4312-a2f9-2fc656cc742a,Egyptair Express,,MSE,EGYPTAIR EXPRESS
4a13a809-56d3-4ad9-91fd-661778932b1b,Envoy Air,,ENY,Envoy
1ff3d4f4-8101-4b69-b80d-643beed6cf9e,Aviostart As,,VSR,AVIOSTART
c6aa25a8-106b-453b-b3b1-b52196d6e025,Heli Securite,,HLI,HELI SAINT-TROPEZ
da399961-9590-4669-bb1a-991c968238e1,Rhoades Aviation,,RDS,RHOADES EXPRESS
b39df8f4-770b-46e9-ab66-a450f24b761a,Norsk Luftambulanse,,DOC,HELIDOC
0af2daa6-1f62-4811-81e5-d2143fd50488,Silverjet,,FJE,ENVOY
f5c42ee0-c5bc-418b-bb79-01b346bc5d0a,Avialesookhrana,,FFA,AVIALESOOKHRANA
2e4510db-f58d-42af-b825-576ec86e71b8,Dornier Aviation Nigeria,,DAV,DANA AIR
19b8cfe7-6e29-4502-a372-a7c8115c4588,Allied Air,,AJK,BAMBI
bc7165d2-27e0-4399-b5e4-9a0514500e4c,Ostend Air College,,OCO,AIR COLLEGE
a49e71a2-53c0-4e65-ba14-59e07b5ae5f9,Emirates Airlines,,UAE,EMIRATES
297f9584-ecf9-4c70-b8c8-0d37753f525e,Gama Aviation,,GMA,GAMA
c75ffa11-788b-4595-834f-a7760b436a96,Priester Aviation,,PWA,PRIESTER
5b68be85-1323-45ea-8b97-56386101b231,Tayside Aviation,,TFY,TAYSIDE
5e24367d-52f3-43c9-81a0-66b5ea954dab,Air Tanzania,,ATC,TANZANIA
1f4bd597-de13-451f-8201-47d4ea41059f,Horizon Air,,QXE,HORIZON AIR
1a198646-7397-4a71-91a9-5bfcd51ef10a,Castle Aviation,,CSJ,CASTLE
3ce54aff-2ab8-49d8-9cd5-7c9f471c11ba,Dexter Air Taxi,,DXT,Dexter
d8d1f98a-dcd8-40dd-813c-96af703e0f00,New York State Police,,GRY,GRAY RIDER
03d6fba9-8152-4750-8665-63c0c774184b,Bahrain Defence Force,,BFW,SUMMAN
ca6e09e3-4d95-441e-be18-f0b6c84f5a93,Usa Jet Airlines,,JUS,JET USA
96f1856a-e391-4c53-9e86-5a3ada129492,Aviation Defense Service,,DEF,TIRPA
46651375-24cf-4e31-9b00-0c5a3f69cc87,Libyan Wings,,LWA,LIBYAN WINGS
029d46bb-0ef3-4db4-8430-87d6fa90d87d,Omni Air International,,OAE,OMNI-EXPRESS
bc7ee550-9e7c-441f-a79f-02b1fc163fe7,Southern Air,,SOO,SOUTHERN AIR
f96c898f-801b-4c8f-aff9-68254cc9081a,Network Aviation,,NWK,
132c6bd1-1ba3-458a-ba9e-df3e15617ef8,Air Seychelles,,SEY,SEYCHELLES
f3d5a0c5-6197-4c8a-a49e-63ca64f13b06,Us-bangla Airlines,,UBG,
7e683187-931b-42a7-904c-7a1c80d6000b,Eastern Air Executive,,EAX,EASTEX
18cf3492-97f5-43a6-b85e-1782f8393099,Thomson Airways,,TOM,TUI AIR[32]
e148810b-8638-48ec-ab51-b008c178621f,"Eigenmann, Lukas",,FOX,
f571d430-6222-448f-9d88-59a7f0efbb87,Hainan Airlines,,CHH,HAINAN
91d63cfb-8a8c-4b62-982a-ecb0f97a9adb,Yeti Airlines,,NYT,YETI AIRLINES
eb1aa7fd-6fd1-450d-9325-548eef7240df,Air Nostrum,,ANE,AIR NOSTRUM
0a752c08-cd3c-402d-9fc4-66d6169d7ef2,Oman Air,,OMA,OMAN AIR
3c3b5bb7-e7fd-4a5b-947e-33f6ecef9db7,Qeshm Air,,IRQ,QESHM AIR
a793f9e3-6e75-4c4b-b755-c5937bb400ed,Sunexpress,,SXS,SUNEXPRESS
6a268253-dc88-4ce6-b08e-f61714f0ca67,Metrojet,,MTJ,METROJET
c1220ea5-dd8c-473e-b12a-f2f1a55410ad,Empresa Brasileira De Aeronautica,,EMB,EMBRAER
105dae0f-5eb1-40cf-9192-61e7eb5407f9,Vieques Air Link,,VES,VIEQUES
f1705f4b-ff2e-4716-a129-fb11be8e240d,Eckles Aircraft,,CMN,CIMMARON AIRE
469a9cdb-2baa-4d67-9d60-a94ebff57b0b,Air Transport,,EAT,TRANS EUROPE
91e6a475-9de9-45fc-b940-22e833e3c8ab,Ita Airways,,ITY,
5d49e9c3-d825-4029-ae0a-18d0882ab36d,Trans Maldivian Airways,,TMW,
68cd4653-264c-431b-bc49-c7fd7325a71b,Nav Canada,,NVC,NAV CAN
1c5a43e4-02da-4281-ab53-ef1b2e1ece16,Atlas Helicopters,,TDT,TRIDENT
33b55f33-0d68-4713-8657-763691627d20,South African Air Force,,LMG,SOUTH AFRICAN
ba5de451-881e-44f4-bd80-e7c9581cfaf6,Izhavia,,IZA,IZHAVIA
92baa62c-da45-4f0a-897b-3bdd83b25e48,Alliance Avia,,KVR,KAVAIR
ce0a2536-8b37-42db-b8c9-ba4c8a12381e,S C Ion Tiriac,,TIH,TIRIAC AIR
731c145e-49d9-48d4-8362-d7aa115a8b9c,Scoala Superioara De Aviatie Civila,,RFT,ROMANIAN ACADEMY
967a9e0b-37fe-4145-bd71-a9f47687b845,Flexflight,,FXT,
fbcc3ae0-9144-4272-baac-6c5a3f928864,Aero Air,,WIL,WILLIAMETTE
34fefd62-22f2-463b-ac31-f3bcaa12b2c3,Aer Lingus Limited - Ireland,,EIN,SHAMROCK
2f4fbdc2-1834-45f3-aae7-85a537fa0009,Aeromexico Connect,,SLI,COSTERA
32aaecd8-dae0-4211-b9a9-f665fabd6b32,Airnorth,,ANO,TOPEND
4ed948bd-8143-403e-be3d-f921e8024af6,Berry Aviation,,BYA,BERRY
803b6fa9-4a52-4f4f-a8ff-9c269a03b8b4,Delta Air Elite,,ELJ,ELITE JET
0ab14baa-ed33-40d0-a90c-4794127aac27,Amerijet International,,AJT,AMERIJET
78ed8646-169d-4094-a7dd-ddd17c9d2d3c,Commonwealth Jet Service,,CJS,COMMONWEALTH
1ec5686b-a26b-4230-92e7-ee6830d848a2,Propair,,PRO,PROPAIR
ae2165ef-5364-478f-bf4c-799e46d0cb37,Pelita Air Service,,PAS,PELITA
bf0c4fdb-3465-434b-ab25-e450ca22ffb2,Aerovias Dap,,DAP,DAP
0fd9b347-5587-4216-b936-265dcf568d85,Binter Canarias,,IBB,
ec3d717c-7bd9-4617-b522-0326058571c8,Cargo Air,,CGF,CLEVER
bcc70458-6202-4b4e-a619-14a67bbb1934,Aeronaves Tsm,,VTM,AERONAVES TSM
5a94741c-bbc6-4248-a296-3eb8563f87cf,Heliocean,,OCE,HELIOCEAN
11449acb-fde0-43d6-a020-6dfbb41e1c4d,Aviastar-tu,,TUP,TUPOLEVAIR
a1ffb623-1a4e-49d8-a240-7b04ddcb42e6,Albion Aviation,,ALD,ALBION
bd1dfb85-9c6f-4283-adb3-7fd302eec70e,Alidaunia,,LID,ALIDA
03f7335a-eb61-4303-8719-4ece957675cd,Time Air,,TIE,TIME AIR
12842ab9-5a80-4f3b-a2b9-89b56732a846,Sasair,,SSB,SASIR
9d03684a-1d87-4fbc-8951-d974df5aa6e1,Royal Flight,,DME,
47f75469-87c8-4c0d-8482-0101bc97aa8e,Ukrainian Helicopters,,UHL,UKRAINE COPTERS
ac398d31-4641-4895-ab0d-21ea2a240dd4,Sunwing Airlines,,SWG,SUNWING
951723d7-2c59-4385-b3b1-215445ab4605,Anderson Aviation,,ADX,ANDAX
523c7362-e843-43e7-a183-00f19d4e4bc2,Jetfly Aviation,,JFA,MOSQUITO
fa5b0441-35d6-4891-8ee1-6ead7075bb71,All Nippon Airways Co. Ltd. - Japan,,ANA,ALL NIPPON
6758ceb5-feff-4980-9831-c3be2f9d5356,Executive Jet Management,,EJM,JET SPEED
5d709540-d599-40ec-99ca-f4a1e709ce31,Knight Air,,KNA,KNIGHTAIR
bbdf2afb-76e6-4cd5-8f71-d5350a2a1630,Copenhagen Airtaxi,,CAT,AIRCAT
4ea1e456-3fd2-4a12-a457-77eab94b32e7,Sheltam Aviation,,SHM,SHELTAM
1b9c3ebb-fe77-4ad4-8a4e-2bb488ddfee0,Wright Air Service,,WRF,WRIGHT FLYER
535121ee-a137-4dda-b98f-21d9439967f0,Saudi Arabian Airlines,,SVA,SAUDIA
4e455c81-32ed-4de9-b0c1-ba9567cac587,Kulula.com,,CAW,COMMERCIAL
c2755a73-c067-4615-a28c-2f3b4457f89f,Bristow Helicopters Nigeria,,BHN,BRISTOW HELICOPTERS
eba1ecf1-0f08-4981-9c2e-a97297bcf9cd,Stapleford Flight Centre,,STL,STAPLEFORD
c22a783b-72d3-491c-a28d-15601a38930d,Delta State University,,DSU,DELTA STATE
9169b1e7-9a6c-40f9-8db3-1b9d460d69f7,Royal Jordanian Air Force,,RJZ,JORDAN AIR FORCE
55164491-c31f-4455-8ade-9860a8074a99,Qantaslink (eastern Australia Airlines),,QLK,QLINK
8fe80c42-2d42-4e01-a866-dbc81dcc28c7,Chair Airlines,,GSW,
e5d2b70b-0d28-4035-8272-8ffdd2fd571a,Malta Air Limited - Malta,,MAY,
7df55263-fc48-42df-9215-455ded0946f1,Belavia Belarusian Airlines,,BRU,BELARUS AVIA
114457b1-9d13-4f00-b48a-966b6d4a74aa,Aero Vision,,AOV,AEROVISION
d1ad5035-7fd9-4ff6-a4fe-a07823293a15,Viva Aerobus,,VIV,AEROENLACES
c33d7245-b7f5-4910-a35d-16da55fb283d,Airbus Transport International,,BGA,BELUGA
7f1cf46e-6301-497f-baea-160dcf03d0bf,Millennium Air,,MLK,NIGERJET
b2181f9f-3c7e-44b1-90fa-805d583b8aba,Japan Air Commuter,,JAC,COMMUTER
8ecb2091-eb21-4611-a44a-291847daaf5f,Caribbean Airlines,,BWA,CARIBBEAN
9f5b3177-1f2f-477d-b64a-3fa5bca2316c,S7 Airlines,,SBI,SIBERIAN AIRLINES
523b8607-93d4-4742-8558-78106966529d,Westjet,,WJA,WESTJET
5fb58631-430c-4163-95a3-8cb36e813502,Uganda Air Cargo,,UCC,UGANDA CARGO
e96ee94b-d208-49e3-b0ec-0049fc844049,Zimex Aviation,,IMX,ZIMEX
d9ad2177-9a24-4c2f-b9e6-4deeb8713869,Tiger Airways,,TGW,GO CAT
dceb1c48-eb69-4f3a-a56e-73df84c45f7b,Gojet Airlines,,GJS,LINDBERGH
ac38df33-749c-44b6-bb5f-92143b093485,Transportes Aereos Pegaso,,TPG,TRANSPEGASO
d09ead53-5fa8-4e1c-9b5d-ab07e95f7a2e,Azul Linhas Aéreas Brasileiras,,AZU,Azul
d50f2260-476b-4b72-b93a-227a5f55eb3d,Flight Training Europe,,AYR,CYGNET
2655aaed-3e62-4251-a949-4d9528368a19,Tunisair,,TAR,TUNAIR
2bfb4948-cec7-47e8-a060-111cfb5fe3f6,Westair Aviation,,WAA,WESTAIR WINGS
77d5eb2e-3cff-477f-aba6-6b9a31fbc001,Jet Air Group,,JSI,SISTEMA
bd27862b-c49a-46ef-9957-9d72b87aaa26,Caverton Helicopters,,CJR,CAVERTON AIR
8aee7feb-a480-4650-92ae-3d1b464a85a3,Etihad Airways,,ETD,ETIHAD
39fea2e4-b4ee-4a80-8eb8-29181f376ced,Airspeed Aviation,,SPD,SPEEDLINE
c6f5d8d4-821c-45fc-8ad6-d2e601b56a8d,Farmingdale State University,,FDL,FARMINGDALE STATE
9197b15f-d8d1-4e4a-ba93-c53c295963ab,Prime Aviation,,PKZ,PRAVI
fc7c04e6-10c5-4d31-bd0b-958f4bf237a0,Mountain Air Service,,BRR,MOUNTAIN AIR
42504765-582c-4759-bade-7af4b9502880,Copa Airlines,,CMP,COPA
907aec04-0534-4f4b-afeb-3786ce71ec75,Alrosa Air Company,,DRU,MIRNY
521f7e1e-7d09-468d-b8ee-6fba282d0ba7,Execujet Charter,,VCN,AVCON
a7182d66-67f4-4bcd-b2a2-edccfcec6043,Condor,,CIB,CONDOR BERLIN
c076d222-f96d-4d52-a105-e1da39397a17,Jat,,JAT,ROCKSMART
0ba7606f-8e1e-4a13-804c-f2938b654f5f,Peruvian Air Force,,FPR,
a61633fd-2222-40f5-a650-c70a78432f02,Orenburg Airlines,,ORB,ORENBURG
be7a9534-ecbb-4f28-b0b1-e4964aa31338,Sku,,SKU,AEROSKY
1fc68876-b5fa-4d15-bc16-309d77a60f2c,Air Mana,,EFC,FLIGHT TAXI
12ad187d-3f14-419e-acda-a9ae727e06a8,Formula One Management,,FOR,FORMULA
365bbb9a-e53f-4690-a1b5-57cdc2e7a7ed,Sky Helicopteros,,HSY,HELISKY
a94c97ca-f4af-437a-817e-ac2c329d283f,Tassili Airlines,,DTH,TASSILI AIR
169bffa2-6813-4145-bf61-869e2626aa5b,Wings Air,,WON,WINGS ABADI
d7ed4f2f-11b1-4604-aa31-c62808d913ed,La Ronge Aviation Services,,ASK,AIR SASK
7b6f78bb-5d63-4c88-b908-04104b483d9e,Antonov Airlines,,ADB,ANTONOV BUREAU
5918d242-c322-4507-9b62-85dc7a84199b,Air Transat,,TSC,AIR TRANSAT
f3fb5190-824b-48a3-8d89-c3d716f58b89,Queen Air,,QNA,QUEEN AIR
c201216e-d8e3-412c-8776-05bf4fd5fa81,Alpha Aviation,,APH,Inc.
dff1d3ab-3815-4641-9d57-7b395654abc5,Avia Air N.v.,,ARB,AVIAIR
f1c0f529-0cbd-432c-a350-d4baefbe7ebf,Airexplore - S.r.o. - Slovakia,,AXE,
68738e7a-384b-480d-8442-428bcc3d572f,Air Austral,,REU,REUNION
1c5fe165-f1cc-4aae-9258-207f629a81b5,Sefofane Air Charters,,SFE,SEFOFANE
9c70ef58-24eb-452b-98f2-e687154a7ad9,Lauda Air,,LDA,LAUDA AIR
4a99fbd5-bb2b-47dd-8bcd-236037a02ae4,China Cargo Airlines,,CKK,CARGO KING
da7e1ed5-982c-4c61-84cd-c9936a9bddc2,Airasia,,AXM,RED CAP
3e7c2a45-aca2-4637-809c-33e98ab669cd,Qatar Amiri Flight,,QAF,AMIRI
dddcf291-0b73-487a-8cb5-643ffd3c941a,Coastal Airways,,CNG,SID-AIR
3ad46fc6-f4be-4296-b2ae-fdc82ec5bfe4,Bering Air,,BRG,BERING AIR
ae91430a-356f-4aaf-a682-262a39dd93f8,Gulf Air,,GFA,GULF AIR
17cc7485-4ae4-44d9-9cad-a7f77e404397,National Jet Express,,JTE,JETEX
efd430cf-4ce3-4267-a389-fb71eed14d85,Hungarian Air Force,,HUF,HUNGARIAN AIRFORCE
8e445ec4-b187-4106-b8f6-9f5797c0afa8,Sierra Pacific Airlines,,SPA,SIERRA PACIFIC
8243fd4b-0d74-467b-89b4-0fc71b2bb45d,Bidair Cargo,,BRH,
ecaa9346-aa17-463f-970e-c1d984250f31,Metro Express,,MEX,EAGLE EXPRESS
68cbaebf-97f6-4266-b234-482ef9535b44,Aero Mongolia,,MNG,AERO MONGOLIA
5175c874-437a-48ab-bec5-a74272ad001c,Tui Airlines Netherlands,,TFL,ORANGE
47f94dae-ee73-4cd0-bd22-0acafc0b79f5,Jettime,,JTG,JETTIME
768fb536-57ff-450a-b8f7-d713c95038a1,National Air Cargo Dba National Airlines,,NCR,NATIONAL CARGO
2187d2d7-dcdf-4819-b700-9d001a93a2b0,Multiflight,,MFT,YORKAIR
92a63a5d-cd5b-4515-a953-1bf3d295d775,Flybe,,BEE,JERSEY
b2595f43-9432-4f9a-8d0d-ea9072f7810a,United Arab Emirates Air Force,,UAF,UNIFORCE
2dacccd0-5ac2-42aa-a28f-3313b6fd4765,Executive Airshare,,XSR,
27e99d9f-1f41-43cb-8045-ae57b0862378,Execujet Scandinavia,,VMP,VAMPIRE
c9b3b603-051e-4ba2-a082-fae5036ef40a,Wow Air,,WOW,WOW air
0433d134-739b-41f4-94f4-5105c6ffd184,Hta Helicopteros,,AHT,HELIAPRA
c3b3a1d5-62f6-41df-83c7-7bd03c053cf9,Bankair,,BKA,BANKAIR
a46de76f-3671-450e-87dc-f386ee3e5900,Pacific Wings,,NMI,TSUNAMI
868ddde3-d18c-4a90-932e-b3d075042452,Alitalia,,AZA,ALITALIA
9823ab49-2134-4667-870d-b56c38601950,Transpais Aereo,,TPM,TRANSPAIS
8051a5c5-db01-4496-8a17-fa0092bec940,Guinea Ecuatorial Airlines,,GEA,GEASA
65a67461-6bd9-4bac-9a6c-1d6d01e0de7f,Gol Transportes Aéreos,,GLO,GOL TRANSPORTE
21118e7b-9c3a-4960-9edf-a0d9c2e1aedd,Transaero Airlines,,TSO,TRANSOVIET
3cd410ff-368d-4a52-9604-58d5fb95e6ae,Tnt Airways,,TAY,QUALITY
96f6a145-18d8-4c7b-9e87-b37655313545,African Express Airways,,AXK,EXPRESS JET
610a0f71-afab-4a63-9d21-6dfd58e372ff,South African Express Airways,,EXY,EXPRESSWAYS
2c3a4640-45f0-46b8-8fab-c0d1e947aa36,Taban Air Lines,,TBM,TABAN AIR
662c775b-17d0-4b2e-8cb7-d5530c6288b5,Polar Air Cargo,,PAC,POLAR
07b8cdb2-a7a3-481a-bd4d-163cb4246e48,Chartright Air,,HRT,CHARTRIGHT
022c2de6-7b78-4df2-b5bb-7435725c9def,Jubba Airways,,JUB,JUBBA
22c28a23-8a1a-49ff-a2c6-6edcdc77ce68,Ministic Air,,MNS,MINISTIC
fd8542da-77d0-4a89-9937-a32bb6413291,Alaska Central Express,,AER,ACE AIR
6d499ed2-8ff5-4126-ab72-5567c455eb57,Asiana Airlines,,AAR,ASIANA
3fa56dcb-e5cd-46d3-8853-146fe01dba4e,Air Canada Rouge,,ROU,ROUGE
feac0bb1-74b5-43d7-ac80-673ce7e02e15,Somon Air,,SMR,SOMON AIR
0b56fee6-1a68-4717-96e6-596c731866fe,Star Aviation,,STA,STAR
903c78d8-01b0-4f13-8d4c-9c0136fa1f13,Maple Air Services,,MAD,MAPLE AIR
48f45b16-5a45-4d91-b120-d9d59958fa35,African Airlines,,FDA,AIR SANKORE
